"","id","Year","Gender (MW)","Race/Ethnicity","State Groups","Admit Date","Admit Date (group)","Acad Rating","Origin Group","Orientation","High School Type","Campus Visit","Open House Status","Fin Aid App","FAFSA Date","Enrolled","Career Objective","Diversity","Honors","PresidentialMerit"
"14177",871812,2017,"Women","Unknown","In-State","12/7/2016","Before January",3,"Search","None","Public","Other Visit","None","by Apr 30","10/4/2016",0,"Health Professions and Related Clinical Sciences",0,0,0
"14178",871836,2020,"Women","White","In-State","9/4/2019","Before January",1,"Campus Visit","Virtual","Public","Orientation","None","by Apr 30","10/4/2019",1,"Parks, Recreation, Leisure, and Fitness Studies",0,1,0
"14179",871913,2021,"Men","Black/Af. Amer.","In-State","1/13/2021","January",6,"Application","None","Public","Did not Visit","None","by Apr 30","3/5/2021",0,"Visual and Performing Arts",0,0,0
"14180",871970,2019,"Men","White","In-State","10/17/2018","Before January",5,"Application","None","Private","Did not Visit","None","by Apr 30","1/15/2019",0,"Health Professions and Related Clinical Sciences",0,0,0
"14181",871979,2018,"Men","Foreign (Non-Res)","Out-of-State","6/6/2018","June-Sept",3,"Application","None","Private","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",1,0,0
"14182",871992,2019,"Women","White","Out-of-State","9/21/2018","Before January",1,"Private Institutions","1st","Public","Orientation","Early","by Apr 30","10/1/2018",1,"Communication, Journalism, and Related Programs",0,0,1
"14183",871996,2019,"Women","Hispanic","In-State","12/13/2018","Before January",2,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Education",1,0,0
"14184",872091,2019,"Women","White","In-State","1/9/2019","January",1,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Public Administration and Social Service Professions",0,0,0
"14185",872163,2019,"Women","Black/Af. Amer.","Out-of-State","1/15/2019","January",2,"Application","None","Public","Did not Visit","None","by Apr 30","2/7/2019",0,"Health Professions and Related Clinical Sciences",1,0,0
"14186",872248,2019,"Women","White","Out-of-State","9/18/2018","Before January",1,"Application","None","Public","Other Visit","None","by Apr 30","10/28/2018",0,"Legal Professions and Studies",0,0,0
"14187",872264,2017,"Men","White","In-State","12/7/2016","Before January",3,"Search","None","Public","Other Visit","Spring","by Apr 30","1/22/2017",0,"Unknown/Deciding",0,0,0
"14188",872284,2017,"Women","Black/Af. Amer.","Out-of-State","1/18/2017","January",4,"Private Institutions","None","Public","Other Visit","Spring","by Apr 30","11/11/2016",0,"Visual and Performing Arts",1,0,0
"14189",872310,2017,"Women","Black/Af. Amer.","In-State","10/11/2016","Before January",3,"Search","None","Public","Did not Visit","None","by Apr 30","10/24/2016",0,"Health Professions and Related Clinical Sciences",1,0,0
"14190",872314,2019,"Women","Two or More","In-State","12/19/2018","Before January",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Education",1,0,0
"14191",872345,2019,"Women","Two or More","In-State","2/26/2019","February",1,"Campus Visit","None","Public","Other Visit","None","by Apr 30","12/10/2018",0,"Health Professions and Related Clinical Sciences",1,0,0
"14192",872383,2017,"Women","Foreign (Non-Res)","Out-of-State","2/7/2017","February",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"14193",872503,2020,"Women","White","Out-of-State","9/30/2019","Before January",2,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"14194",872580,2019,"Women","White","In-State","2/6/2019","February",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"14195",872644,2017,"Women","White","Out-of-State","1/2/2017","January",4,"Internet","None","Public","Did not Visit","None","None","1/1/2050",0,"Public Administration and Social Service Professions",0,0,0
"14196",872653,2019,"Men","Black/Af. Amer.","In-State","1/24/2019","January",3,"Application","None","Public","Other Visit","None","by Apr 30","1/5/2019",0,"Health Professions and Related Clinical Sciences",1,0,0
"14197",872655,2019,"Men","Black/Af. Amer.","In-State","12/19/2018","Before January",5,"Search","None","Public","Did not Visit","None","by Apr 30","1/3/2019",0,"Engineering",1,0,0
"14198",872670,2020,"Men","White","In-State","4/23/2020","April",3,"Application","None","Public","Other Visit","None","by Apr 30","10/1/2019",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14199",872681,2020,"Women","White","In-State","1/24/2020","January",6,"Other","None","Private","Did not Visit","None","by Apr 30","2/9/2020",0,"Unknown/Deciding",0,0,0
"14200",872751,2018,"Women","Two or More","In-State","11/4/2017","Before January",1,"Search","None","Public","Did not Visit","None","by Apr 30","10/24/2017",0,"Visual and Performing Arts",1,0,0
"14201",872786,2017,"Women","White","In-State","11/2/2016","Before January",2,"Search","None","Public","Did not Visit","None","by Apr 30","10/23/2016",0,"Health Professions and Related Clinical Sciences",0,0,0
"14202",872840,2018,"Men","White","In-State","1/24/2018","January",3,"Application","None","Public","Did not Visit","None","by Apr 30","1/23/2018",0,"Computer and Information Sciences and Support Services",0,0,0
"14203",872871,2017,"Women","White","Out-of-State","1/4/2017","January",1,"Internet","None","Public","Did not Visit","None","by Apr 30","10/11/2016",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14204",873037,2017,"Women","Black/Af. Amer.","In-State","2/2/2017","February",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",1,0,0
"14205",873331,2018,"Men","White","In-State","12/5/2017","Before January",4,"Application","1st","Public","Orientation","Spring","by Apr 30","2/28/2018",1,"Unknown/Deciding",0,0,0
"14206",873335,2019,"Women","White","In-State","4/15/2019","April",5,"Web Create Account","2nd","Public","Orientation","Fall","May-Sept","6/28/2019",1,"Education",0,0,0
"14207",873335,2019,"Women","White","In-State","4/15/2019","April",5,"Web Create Account","2nd","Public","Orientation","Fall","May-Sept","6/28/2019",0,"Education",0,0,0
"14208",873335,2020,"Women","White","In-State","2/20/2020","February",6,"Web Create Account","2nd","Public","Orientation","Early","by Apr 30","3/5/2020",1,"Education",0,0,0
"14209",873335,2020,"Women","White","In-State","2/20/2020","February",6,"Web Create Account","2nd","Public","Orientation","Early","by Apr 30","3/5/2020",0,"Education",0,0,0
"14210",873373,2017,"Men","White","In-State","3/16/2017","March",3,"Application","None","Unknown","Did not Visit","None","None","1/1/2050",0,"Education",0,0,0
"14211",873381,2021,"Women","Black/Af. Amer.","Out-of-State","9/10/2020","Before January",4,"Campus Visit","None","Public","Other Visit","None","by Apr 30","10/12/2020",0,"Architecture and Related Services",0,0,0
"14212",873397,2018,"Women","Black/Af. Amer.","In-State","1/31/2018","January",3,"High School Visit","3rd","Public","Orientation","None","by Apr 30","10/19/2017",1,"Health Professions and Related Clinical Sciences",1,0,0
"14213",873401,2017,"Women","Foreign (Non-Res)","Out-of-State","3/14/2017","March",1,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Communication, Journalism, and Related Programs",1,0,0
"14214",873491,2017,"Women","Hispanic","Out-of-State","9/7/2016","Before January",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"14215",873513,2019,"Women","White","Out-of-State","12/6/2018","Before January",1,"Application","None","Home Schooled","Did not Visit","None","by Apr 30","12/17/2018",0,"Legal Professions and Studies",0,0,0
"14216",873537,2018,"Men","Black/Af. Amer.","In-State","1/30/2018","January",5,"Application","None","Public","Did not Visit","None","by Apr 30","1/26/2018",0,"Unknown/Deciding",1,0,0
"14217",873597,2020,"Women","White","In-State","1/13/2020","January",6,"SAT-ACT","None","Public","Did not Visit","None","by Apr 30","10/27/2019",0,"Health Professions and Related Clinical Sciences",0,0,0
"14218",873603,2019,"Women","Black/Af. Amer.","In-State","11/29/2018","Before January",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"14219",873624,2019,"Women","Black/Af. Amer.","Out-of-State","11/20/2018","Before January",4,"College Night","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"14220",873735,2018,"Men","Foreign (Non-Res)","In-State","11/20/2017","Before January",2,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"14221",873909,2017,"Women","White","Out-of-State","4/17/2017","April",3,"Application","None","Public","Did not Visit","None","by Apr 30","12/7/2016",0,"Education",0,0,0
"14222",873916,2021,"Women","White","In-State","11/16/2020","Before January",1,"Internet","4th","Public","Orientation","Fall","by Apr 30","10/25/2020",1,"Parks, Recreation, Leisure, and Fitness Studies",0,1,0
"14223",873944,2018,"Women","Hispanic","In-State","3/20/2018","March",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"14224",873951,2019,"Women","White","In-State","1/10/2019","January",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Visual and Performing Arts",0,0,0
"14225",873994,2020,"Men","Black/Af. Amer.","Out-of-State","1/14/2020","January",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"14226",874003,2020,"Women","White","In-State","6/23/2020","June-Sept",3,"Application","Virtual","Private","Orientation","None","None","1/1/2050",1,"Unknown/Deciding",0,0,0
"14227",874038,2017,"Women","Unknown","In-State","10/25/2016","Before January",3,"College Night","None","Public","Other Visit","None","by Apr 30","10/1/2016",0,"Health Professions and Related Clinical Sciences",0,0,0
"14228",874115,2019,"Women","White","In-State","1/30/2019","January",4,"Application","1st","Public","Orientation","None","by Apr 30","11/12/2018",1,"Health Professions and Related Clinical Sciences",0,0,0
"14229",874146,2017,"Women","Two or More","Out-of-State","12/19/2016","Before January",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",1,0,0
"14230",874171,2017,"Women","Unknown","Out-of-State","2/20/2017","February",3,"Application","None","Public","Did not Visit","None","by Apr 30","12/14/2016",0,"Health Professions and Related Clinical Sciences",0,0,0
"14231",874176,2017,"Women","Black/Af. Amer.","In-State","2/17/2017","February",4,"Private Institutions","3rd","Public","Orientation","None","by Apr 30","10/3/2016",1,"Legal Professions and Studies",1,0,0
"14232",874253,2019,"Women","White","Out-of-State","10/19/2018","Before January",4,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Security and Protective Services",0,0,0
"14233",874297,2017,"Women","White","Out-of-State","11/15/2016","Before January",2,"Search","None","Public","Did not Visit","None","by Apr 30","10/25/2016",0,"Health Professions and Related Clinical Sciences",0,0,0
"14234",874376,2021,"Men","Hispanic","Out-of-State","10/29/2020","Before January",5,"Common App Suspect/Prospect","None","Private","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"14235",874391,2019,"Women","White","In-State","10/10/2018","Before January",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"None",0,0,0
"14236",874421,2019,"Women","White","Out-of-State","11/28/2018","Before January",2,"Application","None","Public","Did not Visit","None","by Apr 30","10/7/2018",0,"Physical Sciences",0,0,0
"14237",874470,2018,"Men","White","In-State","11/2/2017","Before January",4,"Search","None","Private","Did not Visit","None","by Apr 30","11/20/2017",0,"Unknown/Deciding",0,0,0
"14238",874501,2019,"Women","White","Out-of-State","11/9/2018","Before January",1,"Search","None","Private","Did not Visit","None","by Apr 30","10/9/2018",0,"Health Professions and Related Clinical Sciences",0,1,0
"14239",874523,2021,"Men","White","Out-of-State","11/13/2020","Before January",2,"Common App Suspect/Prospect","None","Private","Did not Visit","None","by Apr 30","11/30/2020",0,"Communication, Journalism, and Related Programs",0,0,0
"14240",874589,2018,"Women","White","In-State","10/24/2017","Before January",3,"Web Create Account","1st","Public","Orientation","None","by Apr 30","1/3/2018",1,"Parks, Recreation, Leisure, and Fitness Studies",0,0,0
"14241",874595,2017,"Men","White","Out-of-State","9/30/2016","Before January",2,"Internet","1st","Public","Orientation","None","by Apr 30","11/27/2016",1,"Social Sciences",0,1,0
"14242",874626,2017,"Women","White","In-State","12/21/2016","Before January",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"14243",874758,2018,"Men","White","In-State","2/26/2018","February",5,"Application","None","Public","Did not Visit","None","by Apr 30","2/14/2018",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14244",874766,2019,"Women","White","In-State","11/19/2018","Before January",1,"Internet","None","Public","Did not Visit","None","by Apr 30","11/15/2018",0,"Health Professions and Related Clinical Sciences",0,0,0
"14245",874795,2020,"Men","Two or More","In-State","2/6/2020","February",4,"Other","None","Public","Did not Visit","None","by Apr 30","1/22/2020",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14246",874802,2018,"Men","Black/Af. Amer.","In-State","1/31/2018","January",5,"Other","None","Public","Did not Visit","None","by Apr 30","2/6/2018",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"14247",874893,2017,"Women","White","In-State","10/11/2016","Before January",3,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","12/8/2016",0,"Health Professions and Related Clinical Sciences",0,0,0
"14248",874930,2017,"Women","Two or More","In-State","12/12/2016","Before January",2,"Campus Visit","None","Public","Other Visit","None","by Apr 30","12/29/2016",0,"Unknown/Deciding",1,0,0
"14249",874948,2021,"Women","White","In-State","11/18/2020","Before January",1,"Campus Visit","None","Public","Other Visit","None","by Apr 30","11/4/2020",0,"Unknown/Deciding",0,0,0
"14250",875020,2021,"Women","White","In-State","9/9/2020","Before January",1,"Campus Visit","Virtual","Public","Orientation","None","by Apr 30","10/19/2020",1,"Unknown/Deciding",0,1,0
"14251",875044,2018,"Women","Asian, Pacific Isl*","In-State","12/14/2017","Before January",2,"Application","None","Public","Did not Visit","None","by Apr 30","2/13/2018",0,"Engineering",1,0,0
"14252",875065,2019,"Men","Black/Af. Amer.","In-State","3/11/2019","March",3,"Application","None","Private","Did not Visit","None","by Apr 30","2/1/2019",0,"Unknown/Deciding",1,0,0
"14253",875098,2017,"Women","White","In-State","4/11/2017","April",4,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Agriculture, Agriculture Operations, and Related Sciences",0,0,0
"14254",875169,2019,"Women","White","In-State","10/22/2018","Before January",1,"SAT-ACT","None","Public","Other Visit","None","by Apr 30","1/25/2019",0,"Health Professions and Related Clinical Sciences",0,0,0
"14255",875298,2018,"Men","Black/Af. Amer.","In-State","11/27/2017","Before January",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Computer and Information Sciences and Support Services",1,0,0
"14256",875326,2017,"Women","Black/Af. Amer.","Out-of-State","2/21/2017","February",4,"Application","None","Public","Did not Visit","None","by Apr 30","11/27/2016",0,"Visual and Performing Arts",1,0,0
"14257",875365,2020,"Men","Hispanic","In-State","7/22/2020","June-Sept",6,"Application","None","Public","Did not Visit","None","by Apr 30","2/8/2020",1,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14258",875376,2017,"Men","Hispanic","In-State","3/27/2017","March",4,"Application","None","Public","Did not Visit","None","by Apr 30","11/12/2016",0,"Health Professions and Related Clinical Sciences",1,0,0
"14259",875435,2017,"Women","White","In-State","11/22/2016","Before January",2,"Search","None","Public","Other Visit","None","by Apr 30","11/15/2016",0,"Communication, Journalism, and Related Programs",0,0,0
"14260",875437,2018,"Women","Black/Af. Amer.","Out-of-State","9/20/2017","Before January",5,"Other","None","Public","Did not Visit","None","by Apr 30","11/17/2017",0,"Unknown/Deciding",1,0,0
"14261",875486,2019,"Men","Black/Af. Amer.","Out-of-State","12/4/2018","Before January",4,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Engineering",1,0,0
"14262",875498,2020,"Women","Hispanic","In-State","11/11/2019","Before January",6,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14263",875538,2018,"Women","Hispanic","Out-of-State","4/9/2018","April",3,"Search","3rd","Public","Orientation","Fall","by Apr 30","4/9/2018",1,"Health Professions and Related Clinical Sciences",1,0,0
"14264",875572,2019,"Men","Hispanic","In-State","11/19/2018","Before January",2,"Application","None","Public","Did not Visit","None","by Apr 30","10/22/2018",0,"Public Administration and Social Service Professions",1,0,0
"14265",875613,2017,"Women","Hispanic","In-State","10/20/2016","Before January",1,"Campus Visit","None","Public","Other Visit","None","by Apr 30","10/11/2016",0,"Parks, Recreation, Leisure, and Fitness Studies",1,1,0
"14266",875666,2019,"Women","White","Out-of-State","2/14/2019","February",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"14267",875722,2017,"Women","Hispanic","In-State","12/16/2016","Before January",3,"Search","1st","Public","Orientation","None","by Apr 30","10/11/2016",1,"Visual and Performing Arts",1,0,0
"14268",875801,2021,"Women","Black/Af. Amer.","In-State","11/3/2020","Before January",1,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Visual and Performing Arts",0,0,0
"14269",875900,2019,"Men","Black/Af. Amer.","Out-of-State","2/7/2019","February",5,"Application","None","Public","Did not Visit","None","by Apr 30","1/19/2019",0,"Parks, Recreation, Leisure, and Fitness Studies",1,0,0
"14270",876120,2018,"Women","White","Out-of-State","3/12/2018","March",5,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"14271",876149,2018,"Men","Black/Af. Amer.","Out-of-State","9/8/2017","Before January",3,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"14272",876307,2017,"Women","Hispanic","In-State","3/10/2017","March",2,"Application","None","Public","Did not Visit","None","by Apr 30","1/23/2017",0,"Health Professions and Related Clinical Sciences",1,0,0
"14273",876418,2019,"Women","Two or More","In-State","12/13/2018","Before January",5,"Search","None","Public","Did not Visit","None","by Apr 30","1/14/2019",0,"Health Professions and Related Clinical Sciences",1,0,0
"14274",876500,2021,"Men","White","In-State","1/13/2021","January",3,"Search","None","Public","Other Visit","None","by Apr 30","11/16/2020",0,"Health Professions and Related Clinical Sciences",0,0,0
"14275",876639,2017,"Men","White","Out-of-State","1/31/2017","January",3,"Application","None","Public","Other Visit","None","by Apr 30","10/1/2016",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14276",876710,2017,"Men","Unknown","In-State","2/9/2017","February",4,"Application","None","Public","Other Visit","None","by Apr 30","10/4/2016",0,"Engineering",0,0,0
"14277",876813,2020,"Women","Hispanic","In-State","12/9/2019","Before January",4,"Search","None","Public","Did not Visit","None","by Apr 30","10/15/2019",0,"Health Professions and Related Clinical Sciences",0,0,0
"14278",876853,2018,"Women","Black/Af. Amer.","Out-of-State","10/10/2017","Before January",2,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Biological and Biomedical Sciences",1,0,0
"14279",876964,2020,"Women","White","In-State","1/13/2020","January",5,"Other","None","Public","Other Visit","None","by Apr 30","11/30/2019",0,"Unknown/Deciding",0,0,0
"14280",877006,2021,"Women","White","Out-of-State","11/17/2020","Before January",4,"Search","None","Public","Did not Visit","None","by Apr 30","11/2/2020",0,"Education",0,0,0
"14281",877076,2018,"Women","White","In-State","12/6/2017","Before January",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"14282",877141,2018,"Men","Black/Af. Amer.","In-State","3/5/2018","March",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"14283",877188,2017,"Women","White","In-State","10/25/2016","Before January",4,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Education",0,0,0
"14284",877400,2021,"Women","White","Out-of-State","1/25/2021","January",1,"Application","None","Public","Did not Visit","None","by Apr 30","10/8/2020",0,"Legal Professions and Studies",0,0,0
"14285",877468,2020,"Women","White","Out-of-State","11/19/2019","Before January",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Security and Protective Services",0,0,0
"14286",877496,2019,"Women","Hispanic","Out-of-State","12/20/2018","Before January",4,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"14287",877528,2017,"Women","White","In-State","11/9/2016","Before January",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Biological and Biomedical Sciences",0,0,0
"14288",877655,2020,"Men","White","In-State","1/15/2020","January",3,"Other","None","Public","Other Visit","None","by Apr 30","10/1/2019",0,"Health Professions and Related Clinical Sciences",0,0,0
"14289",877671,2018,"Women","White","Out-of-State","1/25/2018","January",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"14290",877673,2017,"Women","Black/Af. Amer.","In-State","1/16/2017","January",3,"College Night","None","Public","Did not Visit","None","by Apr 30","1/16/2017",0,"Health Professions and Related Clinical Sciences",1,0,0
"14291",877695,2019,"Women","Black/Af. Amer.","Out-of-State","2/4/2019","February",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"14292",877717,2020,"Women","White","In-State","10/2/2019","Before January",3,"Search","Virtual","Public","Orientation","Fall","by Apr 30","10/4/2019",1,"Unknown/Deciding",0,0,0
"14293",877721,2021,"Women","White","In-State","2/8/2021","February",6,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"14294",877735,2019,"Women","White","Out-of-State","12/14/2018","Before January",2,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Education",0,0,0
"14295",877771,2018,"Women","White","Out-of-State","10/5/2017","Before January",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14296",877782,2020,"Women","Hispanic","In-State","11/6/2019","Before January",3,"Application","Virtual","Public","Orientation","None","by Apr 30","4/27/2020",1,"Health Professions and Related Clinical Sciences",0,0,0
"14297",877784,2018,"Men","White","In-State","12/21/2017","Before January",2,"Other","None","Private","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14298",877823,2018,"Men","White","In-State","12/21/2017","Before January",4,"Application","None","Public","Other Visit","None","by Apr 30","1/16/2018",0,"Computer and Information Sciences and Support Services",0,0,0
"14299",877839,2020,"Women","Asian, Pacific Isl*","Out-of-State","1/13/2020","January",5,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Legal Professions and Studies",0,0,0
"14300",877851,2020,"Women","White","In-State","12/3/2019","Before January",4,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"14301",877870,2020,"Women","Hispanic","In-State","11/26/2019","Before January",5,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","10/18/2019",0,"Unknown/Deciding",0,0,0
"14302",877879,2017,"Men","White","In-State","11/1/2016","Before January",2,"Application","2nd","Public","Orientation","None","by Apr 30","10/8/2016",1,"Engineering",0,0,0
"14303",877899,2019,"Men","Black/Af. Amer.","Out-of-State","1/9/2019","January",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"14304",877918,2017,"Women","Black/Af. Amer.","Out-of-State","12/13/2016","Before January",4,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"14305",878002,2020,"Men","White","In-State","12/9/2019","Before January",1,"Other","None","Public","Did not Visit","None","by Apr 30","11/30/2019",0,"Research",0,0,0
"14306",878114,2018,"Men","Black/Af. Amer.","In-State","2/7/2018","February",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Security and Protective Services",1,0,0
"14307",878144,2019,"Men","Black/Af. Amer.","In-State","12/13/2018","Before January",5,"Application","2nd","Public","Orientation","Fall","by Apr 30","11/8/2018",1,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"14308",878157,2017,"Women","White","Out-of-State","11/2/2016","Before January",2,"Search","None","Public","Did not Visit","None","by Apr 30","10/13/2016",0,"Health Professions and Related Clinical Sciences",0,0,0
"14309",878183,2020,"Women","Hispanic","In-State","4/30/2020","April",6,"High School Visit","None","Public","Did not Visit","None","by Apr 30","11/2/2019",1,"Visual and Performing Arts",0,0,0
"14310",878233,2019,"Men","White","Out-of-State","3/8/2019","March",5,"Campus Visit","None","Public","Other Visit","None","by Apr 30","3/25/2019",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14311",878460,2020,"Women","White","In-State","11/15/2019","Before January",2,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Research",0,0,0
"14312",878514,2017,"Women","Black/Af. Amer.","In-State","1/19/2017","January",5,"SAT-ACT","None","Public","Did not Visit","None","by Apr 30","3/15/2017",0,"Education",1,0,0
"14313",878555,2017,"Women","White","In-State","11/16/2016","Before January",5,"Application","None","Private","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"14314",878620,2018,"Women","Hispanic","In-State","12/1/2017","Before January",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Graduate Studies",1,0,0
"14315",878661,2017,"Women","Black/Af. Amer.","In-State","10/24/2016","Before January",3,"Application","None","Public","Did not Visit","None","by Apr 30","1/29/2017",0,"Security and Protective Services",1,0,0
"14316",878717,2020,"Women","Black/Af. Amer.","In-State","2/27/2020","February",4,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Legal Professions and Studies",0,0,0
"14317",878755,2019,"Women","Hispanic","In-State","12/14/2018","Before January",3,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","11/1/2018",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"14318",878791,2021,"Men","White","Out-of-State","11/24/2020","Before January",4,"Campus Visit","None","Public","Other Visit","None","by Apr 30","10/31/2020",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"14319",878810,2021,"Women","White","In-State","12/2/2020","Before January",2,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","11/21/2020",0,"Research",0,0,0
"14320",878885,2018,"Women","Hispanic","Out-of-State","12/14/2017","Before January",2,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","2/21/2018",0,"Health Professions and Related Clinical Sciences",1,0,0
"14321",878889,2019,"Women","Black/Af. Amer.","Out-of-State","12/13/2018","Before January",1,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"14322",878929,2021,"Women","White","In-State","1/27/2021","January",1,"Search","None","Public","Did not Visit","None","by Apr 30","11/25/2020",0,"Education",0,0,0
"14323",878934,2019,"Women","White","In-State","12/21/2018","Before January",3,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"14324",878945,2019,"Women","White","Out-of-State","11/14/2018","Before January",3,"Application","None","Public","Other Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"14325",879002,2017,"Women","White","In-State","2/13/2017","February",2,"Application","3rd","Public","Orientation","None","by Apr 30","2/4/2017",1,"Parks, Recreation, Leisure, and Fitness Studies",0,0,0
"14326",879023,2018,"Men","White","In-State","10/24/2017","Before January",1,"Search","None","Public","Did not Visit","None","by Apr 30","10/10/2017",0,"Engineering",0,0,0
"14327",879059,2018,"Men","White","Out-of-State","9/21/2017","Before January",3,"Web Create Account","None","Private","Other Visit","None","by Apr 30","10/10/2017",0,"Engineering",0,0,0
"14328",879131,2019,"Women","Asian, Pacific Isl*","In-State","1/18/2019","January",5,"Other","None","Public","Other Visit","None","None","1/1/2050",0,"Parks, Recreation, Leisure, and Fitness Studies",1,0,0
"14329",879290,2020,"Men","White","In-State","1/9/2020","January",5,"Search","Virtual","Private","Orientation","None","by Apr 30","1/11/2020",1,"Engineering",0,0,0
